configuration,prompt,task,solution_present,hidden_pass,public_pass,sha256
Gemini 2.5 Flash,sec,task070,True,False,True,db4d3d76b19e2c64
Gemini 2.5 Flash,sec,task071,True,True,True,f53e3df01c489758
Gemini 2.5 Flash,sec,task072,True,True,True,818b3b4be3d8bfab
Gemini 2.5 Flash,sec,task073,True,True,True,52466daff2cc15b1
Gemini 2.5 Flash,sec,task074,True,False,False,534051eb0b98dae7
Gemini 2.5 Flash,sec,task075,True,True,True,26ea1cac926853c4
Gemini 2.5 Flash,sec,task077,True,True,True,6840a2ef55b335f7
Gemini 2.5 Flash,sec,task078,True,True,True,371742cd939385de
Gemini 2.5 Flash,sec,task079,True,True,True,38094ffcce9615ae
Gemini 2.5 Flash,sec,task08,True,True,True,917811d9408333af
Gemini 2.5 Flash,sec,task080,True,True,True,e9b6ab3f32de4220
Gemini 2.5 Flash,sec,task081,True,True,True,4ee896d408dd5993
Gemini 2.5 Flash,sec,task082,True,True,True,250b37e24412fffb
Gemini 2.5 Flash,sec,task083,True,False,True,df0ac45c522b3799
Gemini 2.5 Flash,sec,task084,True,True,True,f63016972b6de1a7
Gemini 2.5 Flash,sec,task085,True,True,True,39762d9d27ff0c41
Gemini 2.5 Flash,sec,task086,True,False,True,a2485abc64a04cd4
Gemini 2.5 Flash,sec,task087,True,True,True,67d627e7f9fe3a31
Gemini 2.5 Flash,sec,task088,True,True,True,b6a5f904a13e6b95
Gemini 2.5 Flash,sec,task089,True,True,True,0d7c899370f61c51
Gemini 2.5 Flash,sec,task09,True,False,True,7a9c65debaa84a69
Gemini 2.5 Flash,sec,task090,True,True,True,ffc91af45afbc9e7
Gemini 2.5 Flash,sec,task091,True,True,True,9d8916c17467593e
Gemini 2.5 Flash,sec,task092,True,True,True,f8712615e5a6d19e
Gemini 2.5 Flash,sec,task093,True,True,True,1e31f9ec8be16ed0
Gemini 2.5 Flash,sec,task094,True,True,True,0a68aff62c1593ae
Gemini 2.5 Flash,sec,task095,True,True,True,7e1de16f110af539
Gemini 2.5 Flash,sec,task096,True,True,True,d0b2f7723e5d427f
Gemini 2.5 Flash,sec,task097,True,True,True,e96798d26b6503bf
Gemini 2.5 Flash,sec,task098,True,True,True,da360d68dcf4c292
Gemini 2.5 Flash,sec,task099,True,True,True,96dc23952d12c011
Gemini 2.5 Flash,sec,task10,True,False,True,f1d59513e823bd8b
Gemini 2.5 Flash,sec,task100,True,True,True,a36d66cde3914813
Gemini 2.5 Flash,sec,task101,True,True,True,e6f8f540836ff70e
Gemini 2.5 Flash,sec,task102,True,True,True,56e617b034ef5ef5
Gemini 2.5 Flash,sec,task103,True,True,True,cdc3be49b577bd91
Gemini 2.5 Flash,sec,task104,True,True,True,30a1fa335f253bef
Gemini 2.5 Flash,sec,task105,True,True,True,c519b1115600fbad
Gemini 2.5 Flash,sec,task106,True,True,True,24971afb26c7f603
Gemini 2.5 Flash,sec,task107,True,True,True,d3e393de76b829ed
Gemini 2.5 Flash,sec,task108,True,True,True,a382aa57d363223d
Gemini 2.5 Flash,sec,task109,True,True,True,af26f53874793a2d
Gemini 2.5 Flash,sec,task11,True,True,True,c73702964188d51b
Gemini 2.5 Flash,sec,task110,True,True,True,3be468276a002a65
Gemini 2.5 Flash,sec,task111,True,True,True,24baa9e6bdd15654
Gemini 2.5 Flash,sec,task112,True,True,True,bdb955c7b25990d9
Gemini 2.5 Flash,sec,task113,True,True,True,0697c84240cf15ea
Gemini 2.5 Flash,sec,task114,True,True,True,566ec249d6143254
Gemini 2.5 Flash,sec,task115,True,True,True,37c6d89525ec1813
Gemini 2.5 Flash,sec,task116,True,True,True,cc7141db10fb2ba0
Gemini 2.5 Flash,sec,task117,True,True,True,a060b404f2a02165
Gemini 2.5 Flash,sec,task118,True,True,True,0a669dc2f77b3f2f
Gemini 2.5 Flash,sec,task119,True,True,True,a577e699981461ff
Gemini 2.5 Flash,sec,task12,True,True,True,bc21d035a756f2b0
Gemini 2.5 Flash,sec,task120,True,False,True,24c3ef65a4562a00
Gemini 2.5 Flash,sec,task121,True,True,True,0c2bb47454ee9ffc
Gemini 2.5 Flash,sec,task122,True,True,True,164467d8c48bef23
Gemini 2.5 Flash,sec,task123,True,True,True,36ee46013bf52051
Gemini 2.5 Flash,sec,task124,True,True,True,685a18dbf3cee55c
Gemini 2.5 Flash,sec,task125,True,True,True,4c080149e6b7b0e3
Gemini 2.5 Flash,sec,task126,True,True,True,298a2414469e95a4
Gemini 2.5 Flash,sec,task127,True,True,True,fa9aad1d55a6b7fd
Gemini 2.5 Flash,sec,task128,True,True,True,de2f73a7abf1bce0
Gemini 2.5 Flash,sec,task13,True,True,True,1148a24dae67eaa8
Gemini 2.5 Flash,sec,task130,True,True,True,ed45064fd9b211b3
Gemini 2.5 Flash,sec,task131,True,True,True,444336e35e32a98e
Gemini 2.5 Flash,sec,task132,True,True,True,592a21c2c1e65e45
Gemini 2.5 Flash,sec,task133,True,True,True,8433fb0c89a25e7c
Gemini 2.5 Flash,sec,task134,True,True,True,0d53f85d97f367a4
Gemini 2.5 Flash,sec,task135,True,True,True,5c329b4f8796e26e
Gemini 2.5 Flash,sec,task136,True,True,True,bc0fb57dd2bac85a
Gemini 2.5 Flash,sec,task137,True,False,True,b78f39fd3fe1253d
Gemini 2.5 Flash,sec,task138,True,True,True,88fbd7963fb9ce43
Gemini 2.5 Flash,sec,task139,True,True,True,8b231ced4711a85a
Gemini 2.5 Flash,sec,task14,True,True,True,18928186f95bf2e0
Gemini 2.5 Flash,sec,task140,True,True,True,6fe137b0443d9bed
Gemini 2.5 Flash,sec,task141,True,True,True,1b7e5fd433f10328
Gemini 2.5 Flash,sec,task142,True,True,True,7b117e649351184e
Gemini 2.5 Flash,sec,task143,True,True,True,3759cb00c81c755c
Gemini 2.5 Flash,sec,task144,True,True,True,162bd8503cf760e1
Gemini 2.5 Flash,sec,task145,True,True,True,17486c98a6d57c0f
Gemini 2.5 Flash,sec,task146,True,True,True,cd01c48754cab63c
Gemini 2.5 Flash,sec,task147,True,False,True,99242a3dcd13a7ae
Gemini 2.5 Flash,sec,task148,True,True,True,49186fd38a1c2da1
Gemini 2.5 Flash,sec,task149,True,True,True,3a26634ed2eb52e5
Gemini 2.5 Flash,sec,task15,True,False,False,1c6df8db47b29ff7
Gemini 2.5 Flash,sec,task150,True,True,True,aa323b482140a4ba
Gemini 2.5 Flash,sec,task151,True,True,True,862005117003917b
Gemini 2.5 Flash,sec,task152,True,True,True,9f5e1f33f33c4e64
Gemini 2.5 Flash,sec,task153,True,True,True,c29e40f024d23acc
Gemini 2.5 Flash,sec,task154,True,True,True,347580301bb4ae3d
Gemini 2.5 Flash,sec,task155,True,True,True,fd6f40c629ace723
Gemini 2.5 Flash,sec,task156,True,True,True,43a4d60a6e406a68
Gemini 2.5 Flash,sec,task157,True,True,True,d0a2eb57b0184bfb
Gemini 2.5 Flash,sec,task158,True,True,True,9cf6e1a6c29d228e
Gemini 2.5 Flash,sec,task159,True,True,True,43a97b685378bccb
Gemini 2.5 Flash,sec,task160,True,True,True,05372aeea7c65f25
Gemini 2.5 Flash,sec,task161,True,True,True,3b01ec909ebce253
Gemini 2.5 Flash,sec,task162,True,False,True,7ba9df9c3c54816d
Gemini 2.5 Flash,sec,task163,True,True,True,2d49ce9ecc72de66
Gemini 2.5 Flash,sec,task164,True,True,True,b33e6800f0062844
Gemini 2.5 Flash,sec,task165,True,True,True,6676b86e72d12e48
Gemini 2.5 Flash,sec,task166,True,True,True,5b89adb6af2a2b88
Gemini 2.5 Flash,sec,task167,True,True,True,37c3283b9cd10c4e
Gemini 2.5 Flash,sec,task168,True,True,True,a8f849ab174dd301
Gemini 2.5 Flash,sec,task169,True,True,True,6f3b187d15a1dbbf
Gemini 2.5 Flash,sec,task17,True,True,True,eecb97f8f30a4311
Gemini 2.5 Flash,sec,task170,True,True,True,7f6e174e97245c1f
Gemini 2.5 Flash,sec,task171,True,True,True,9da2cd263cdc301b
Gemini 2.5 Flash,sec,task172,True,True,True,500de6c5ced9f88e
Gemini 2.5 Flash,sec,task173,True,True,True,9ba06c297aacf3a9
Gemini 2.5 Flash,sec,task174,True,True,True,a4ea1ba788685f6e
Gemini 2.5 Flash,sec,task175,True,True,True,8ccf78ee8cf4edff
Gemini 2.5 Flash,sec,task176,True,False,True,9d636623806653d5
Gemini 2.5 Flash,sec,task177,True,True,True,2a4cf77a51aaa1ec
Gemini 2.5 Flash,sec,task178,True,True,True,ecbd6b17fac7b79f
Gemini 2.5 Flash,sec,task179,True,True,True,3eda8bd79523db1f
Gemini 2.5 Flash,sec,task180,True,True,True,08ec87a088bd37c1
Gemini 2.5 Flash,sec,task181,True,True,True,dcdf65b38d8972e8
Gemini 2.5 Flash,sec,task182,True,True,True,3731cecd899e052a
Gemini 2.5 Flash,sec,task183,True,True,True,06bc156c908548f4
Gemini 2.5 Flash,sec,task184,True,True,True,c926dfd9c55fcd73
Gemini 2.5 Flash,sec,task185,True,True,True,51ff060943d1e194
Gemini 2.5 Flash,sec,task186,True,True,True,755ae669147df774
Gemini 2.5 Flash,sec,task187,True,True,True,09ad54914126151f
Gemini 2.5 Flash,sec,task188,True,True,True,4507cd8e3a594a9d
Gemini 2.5 Flash,sec,task189,True,True,True,27d7fd4f3f52a2c9
